0.000000000000000000e+00;1.017021084256612529e+00;1.368003834331532609e-01;-2.860009437388811193e+00;1.738087957427277286e-01;4.599053239537115978e+00;1.217732497577860874e-02
4.994641619832555779e-02;1.031078401346184670e+00;8.897516352306801546e-02;-2.851452360256043317e+00;1.694909950299920143e-01;4.599185485233193482e+00;1.187321810509415522e-02
9.989283239665111558e-02;1.045555803732623801e+00;4.121662271379689796e-02;-2.843104612100530559e+00;1.650350036507134965e-01;4.599314424668731860e+00;1.157670575848806886e-02
1.498392485949766595e-01;1.060446849212652420e+00;-6.486834718425736786e-03;-2.834971188955757171e+00;1.604542025887643886e-01;4.599440140592538029e+00;1.128759827657613811e-02
1.997856647933022312e-01;1.075745095582992805e+00;-5.414680449736571782e-02;-2.827056655605863611e+00;1.557619791427038436e-01;4.599562713677975978e+00;1.100571073584302902e-02
2.497320809916278028e-01;1.091330529058547771e+00;-1.014321141894054534e-01;-2.819369622709821943e+00;1.530637258429729253e-01;4.599682222575234292e+00;1.073086283131249007e-02
2.996784971899533190e-01;1.107306065278900409e+00;-1.486855920884048443e-01;-2.811802408626480343e+00;1.503350142506132414e-01;4.599798743962275616e+00;1.046287876074685104e-02
3.496249133882788906e-01;1.123672095350811917e+00;-1.959223675448166779e-01;-2.804356648396771678e+00;1.475343586888974712e-01;4.599912352594488496e+00;1.020158711218982668e-02
3.995713295866044623e-01;1.140426468208179056e+00;-2.431497559091769511e-01;-2.797035092371235265e+00;1.446679139499758848e-01;4.600023121353080668e+00;9.946820754212019541e-03
4.495177457849300340e-01;1.157404202172936714e+00;-2.899302899239587505e-01;-2.789883262115659068e+00;1.428234329784553724e-01;4.600131121292242220e+00;9.698416729606451278e-03
4.994641619832556056e-01;1.174746717282916020e+00;-3.366761998799281397e-01;-2.782806641155523231e+00;1.410362010770474239e-01;4.600236421685118593e+00;9.456216150399935488e-03
5.494105781815811218e-01;1.192466150734965424e+00;-3.834259907419506619e-01;-2.775800745003184744e+00;1.392225223224975994e-01;4.600339090068613856e+00;9.220064096634334253e-03
5.993569943799066380e-01;1.210561823614243471e+00;-4.301824551136030905e-01;-2.768866666073171778e+00;1.373846195083502364e-01;4.600439192287059775e+00;8.989809517281807313e-03
6.493034105782322651e-01;1.228852276951539313e+00;-4.764947497158221190e-01;-2.762059898473135711e+00;1.361126358184120977e-01;4.600536792534779984e+00;8.765305133471823149e-03
6.992498267765577813e-01;1.247473330195119079e+00;-5.227241513228864100e-01;-2.755304835407529129e+00;1.349655844108435254e-01;4.600631953397576801e+00;8.546407344349736881e-03
7.491962429748834085e-01;1.266460377790375347e+00;-5.689610133587628127e-01;-2.748587262185014701e+00;1.338272866789124160e-01;4.600724735893166439e+00;8.332976135212026222e-03
7.991426591732089246e-01;1.285813007273495234e+00;-6.152041103022035662e-01;-2.741906938989529419e+00;1.326978722683976042e-01;4.600815199510591924e+00;8.124874988059409275e-03
8.490890753715344408e-01;1.305367901405046549e+00;-6.610734796150924408e-01;-2.735314345860200724e+00;1.317943811474232840e-01;4.600903402248640361e+00;7.921970794177645922e-03
