#2022_04_24__16_26_45
time;s_coord;start_node;obj_veh;obj_zone;nodes_list;s_list;pos_list;vel_list;a_list;psi_list;kappa_list;traj_id;clip_pos;action_id_prev;traj_id_prev;const_path_seg
1650832096.105978;33.20031894833514;[2, 4];[];[];{"straight": [[[null, null], [2, 4], [3, 5], [4, 6], [5, 7], [6, 8], [7, 8], [8, 8], [9, 8], [10, 9], [11, 9], [12, 9], [13, 9], [14, 9], [15, 9], [16, 9], [17, 9], [18, 9], [19, 9], [20, 9], [21, 9], [22, 9], [23, 9], [24, 9], [25, 9], [26, 9], [27, 8], [28, 8], [29, 8], [30, 8], [31, 7], [32, 6], [33, 5], [34, 4], [35, 3], [36, 2], [37, 2], [38, 1], [39, 1], [40, 0], [41, 0], [42, 0], [43, 0], [44, 0], [45, 0], [46, 0], [47, 0], [48, 0]]]};{"straight": [[0.0, 0.20636682842568468, 0.4174891114106004, 0.6219475602099269, 0.8288164418453143, 1.0381691953994368, 1.2498498616205742, 1.4635094540374325, 1.6786511066467482, 1.894677137191538, 2.110935447716641, 2.3267626837899686, 2.5415243746310234, 2.75465057842862, 2.965666763770797, 3.1742216120567086, 3.3801106529999037, 3.5832972774425054, 3.7839269091384367, 3.9823472966460938, 4.179088292844823, 4.374965001689606, 4.570708145159303, 4.7685407101592165, 4.973506791926806, 5.187702127816855, 5.410117889885953, 5.639934699014559, 5.876033293351311, 6.117135542077184, 6.361775949359185, 6.608307251871598, 6.854898480471744, 7.099540245785654, 7.340062381359457, 7.5741679003131885, 7.799490730758927, 8.013680873555378, 8.214525429937487, 8.400109260550737, 8.56902076219931, 8.71211849095927, 8.855211171318452, 9.081840011658219, 9.282567949810185, 9.510466944623195, 9.758044728602757, 9.998026135921986, 10.139696362290609, 10.281934271551807, 10.519793607046442]]};{"straight": [[[1.0679733, 0.1638031], [1.114002413163417, -0.037364960625600636], [1.1416887135914, -0.2466639982282], [1.21364074510743, -0.43804362735874003], [1.29188772173882, -0.6295433527818399], [1.37639039439839, -0.82108414147731], [1.4670738487644002, -1.01235676250832], [1.5637940945556, -1.2028708446278], [1.6663273635134197, -1.3920079891666], [1.77437433385004, -1.57907241142272], [1.8875749488070401, -1.76333656323888], [2.0055290570971995, -1.9440800947096502], [2.12782010685696, -2.12062324241458], [2.2540396559994402, -2.29235385750532], [2.3838116178283597, -2.45874817351232], [2.51681337163508, -2.61938956988292], [2.65279670882278, -2.77398203149669], [2.79160467418798, -2.9223638130723], [2.9331839571469, -3.0645170956629], [3.0776005605401604, -3.2005850744199997], [3.2250243774289995, -3.33086645374642], [3.3758135491737495, -3.45588769495125], [3.5303090606626704, -3.57608135179376], [3.6902290523799, -3.6925430194085003], [3.8594645960072, -3.8081735752677996], [4.03943246647628, -3.9243252326639597], [4.2293566556819195, -4.04007312064192], [4.42859892209863, -4.15460820273988], [4.636294944449, -4.266879786623], [4.85142034904208, -4.37574371379512], [5.072743757924759, -4.47997843716336], [5.2988067910857595, -4.57833080447862], [5.5279031514699195, -4.6695563035524], [5.75806818250091, -4.75246379312005], [5.987083959370881, -4.82596666140168], [6.21250431769288, -4.88914146696986], [6.43170721088814, -4.94129958747766], [6.64198159063584, -4.9820684787169895], [6.840660321978921, -5.011484418957441], [7.02530955241264, -5.03008602870828], [7.1939861660558, -5.0389908251154], [7.337080812290095, -5.040045824737161], [7.48008779989533, -5.03511668039571], [7.70608998386505, -5.01827494311405], [7.90621346050364, -5.00270897854956], [8.13271379621524, -4.97749886630639], [8.37227633735577, -4.91501248376969], [8.58803636225662, -4.80994732535025], [8.702458335285797, -4.726362284843571], [8.80490532854763, -4.62773035599246], [8.93768493195444, -4.4303813240691206]]]};{"straight": [[0.0, 1.4365473484215014, 1.9529884756104416, 2.2344417618470147, 2.646090651941054, 2.9359408663139366, 3.207839525299522, 3.443141252929481, 3.655603263016363, 3.8464451389624643, 4.018777348185294, 4.174041611432816, 4.313409132913051, 4.437654860002297, 4.54733270311352, 4.643024055096847, 4.725327053457498, 4.795160523139141, 4.853871260767333, 4.903444692797742, 4.946793814499004, 4.98770517277389, 5.029966597011728, 5.06195159157005, 5.104854224150257, 5.091047453529611, 5.006701806530931, 4.904392442582837, 4.791509031855967, 4.668257296091926, 4.53647296935288, 4.397108247784059, 4.251298772287641, 4.1003371070727805, 3.946682884793429, 3.7932542154074786, 3.6432433484264797, 3.500081777144852, 3.3670919151842424, 3.245311976224209, 3.1342285239461574, 3.037871796674285, 2.92797431825471, 2.7492281145118826, 2.400218710876606, 2.2487689915005795, 2.0757334486949715, 1.8942947502061103, 1.7889734565451387, 1.6440773210618282, 1.6437450215668916]]};{"straight": [[5.0, 4.145691484719827, 2.8821650759356565, 4.855891653015458, 3.8641790106288667, 3.9457681218664526, 3.6623379504009885, 3.505163948168396, 3.3137325785728557, 3.133824461931871, 2.946921859420135, 2.7539245227876927, 2.5507945274455004, 2.3350200713412694, 2.1084085808367607, 1.872473110752136, 1.6360542490397318, 1.4118098324817543, 1.2188859353089998, 1.0851810148606307, 1.0374736479564994, 1.0814199389922985, 0.8158160117495429, 1.0640363777864965, -0.3286077055539833, -1.9146601541343173, -2.206100050951908, -2.317901196279936, -2.4179214959696305, -2.4792289923059987, -2.525087171995209, -2.5569029738705242, -2.576781724082693, -2.570363421160447, -2.5363098138867106, -2.47546030876233, -2.3872472276284107, -2.273560453550159, -2.169526675933676, -2.0977298046315735, -2.0780322386747376, -2.2909328521353873, -2.2388553487172964, -4.4767195392098085, -1.5447367011980973, -1.5112273304077783, -1.5007761589099, -1.3691182063406586, -1.7486048310783338, -0.00229661304153724, 0.0]]};{"straight": [[-2.6279698409513124, -3.079543915053906, -2.820714672512876, -2.7611895459145646, -2.7415986774964543, -2.712000654247679, -2.6854763780511326, -2.658302009534641, -2.631347933459957, -2.6042786407163625, -2.5770789684245266, -2.5496332590981465, -2.5218379612333743, -2.4935712582764427, -2.4647194507071246, -2.435187616459216, -2.404919702675518, -2.3739342251677757, -2.3423524367653767, -2.310446963035054, -2.2786699009699647, -2.2475514758850808, -2.216116804969923, -2.1847338413755355, -2.1567679014561483, -2.1311274492653673, -2.1054000662670775, -2.079638258598463, -2.0530428427198757, -2.0253696357275706, -1.9963303281605815, -1.9657419796121185, -1.9334339928413204, -1.8992430943048095, -1.8629910741117044, -1.8244939562923492, -1.7835868965125112, -1.7401979416831588, -1.6944634907241334, -1.6470575482788066, -1.5992695174174345, -1.5571654248678752, -1.5156006478394872, -1.4907623508821721, -1.4910066694718629, -1.4054161363754982, -1.2206200219853953, -1.008296175051396, -0.8718199920466516, -0.7374399222268223, -0.40995430936695043]]};{"straight": [[-3.8240662578649935, -0.41312569648060976, 0.5544053408588772, 0.02801363719994597, 0.1613685267644713, 0.12145424646974307, 0.12914335049059184, 0.1252409404496423, 0.1253351757499836, 0.12528435979330213, 0.12627108401616674, 0.1280671802087903, 0.13078879981915395, 0.1344777617388599, 0.13898744063861104, 0.14422720660508487, 0.14980558569492292, 0.1552019325511443, 0.15963826136603387, 0.16197051478180058, 0.16107896696682242, 0.1566669072766495, 0.1645290798378678, 0.15275844779371991, 0.12013161192920664, 0.11928427673207141, 0.11206792566753969, 0.11213148793144588, 0.11316592302500735, 0.1163967726982289, 0.12101533554799752, 0.1271437725791995, 0.13490394211174456, 0.14462708310646527, 0.15683285056219845, 0.17207303675909486, 0.1910479544233099, 0.21412597414234202, 0.2413338569080809, 0.26959856952144073, 0.29629491831930044, 0.292226062157949, 0.2887950825327641, -0.06956526150345149, 0.06705924277716188, 0.68411859375751, 0.8105600023623357, 0.9685173202935251, 0.9546635322654932, 0.9326994677579757, 1.8505511913124078]]};{"straight": 10};[1.0679733, 0.1638031];"straight";0;[[1.0679733, 0.1638031], [1.114002413163417, -0.037364960625600636], [1.1416887135914, -0.2466639982282]]
