6.35408127661683,9.640777380923147,1.248,1.332,
6.214227265958598,11.006109158228504,1.323,1.392,
6.0124583695818945,12.20187982703989,1.671,1.144,
5.997366145394358,13.399478383561403,1.722,1.326,
5.946708139401062,14.421327806483436,1.783,0.84,
5.964384596481396,15.607240003458417,1.733,0.979,
6.007034714077632,16.375049052794793,1.686,0.75,
5.819982559533364,16.928479117415844,2.153,0.555,
5.27989405346636,17.383152254466754,1.915,0.576,
4.455298514550729,17.197453075768422,2.287,0.696,
4.004267948515205,16.54454953766528,2.288,0.757,
3.6336650551045673,15.27105794832095,1.796,1.375,
3.7572291355605505,14.069660132123188,1.57,1.193,
3.710626394697341,12.977263293182354,1.449,0.821,
3.6485561878845387,11.610770193457565,1.444,1.139,
3.651134448116537,10.709177600032213,1.345,0.978,
3.667221044202748,10.011564650164177,1.456,0.886,
3.8588276810395588,9.36177881979745,1.736,0.685,
4.200109392723122,8.862120594716902,3.162,0.622,
4.753707807830213,8.700474463880845,2.322,0.544,
5.406730559600687,8.982121687314118,2.175,0.571,
5.978883706120047,9.22528616099334,1.464,1.028,
