-6.479997316217648,0.6427860549976789,1.402,1.524,-1.5442005562591334
-6.44196463186958,-0.7874413470645405,1.447,1.553,-1.5542319437441738
-6.397510203651292,-3.0618044611973962,1.344,1.57,-1.5382394517741185
-6.247926544683849,-5.356968786782416,1.51,1.569,-1.5369041328019761
-5.326746459725508,-6.202605331407533,2.738,0.843,-0.9024474844763626
-4.583504355826731,-6.0573179473229946,3.5,0.741,0.004782251277533464
-4.20893024162396,-6.077686322293914,3.783,0.669,0.7267003130198321
-3.582153023688924,-5.603575092324462,2.103,0.991,1.532393432615349
-3.571460689989328,-3.702709750005892,2.025,1.108,1.5440873164822115
-2.289509314759657,-1.5587677580118473,1.002,3.279,0.8257718511387118
-1.462988484549026,-1.1206573008603224,1.017,2.676,-0.007667176809285004
-0.03688556421428087,-0.3817610919916622,1.783,2.086,0.02581700130866176
0.8130483962455115,-0.2838854152315498,1.863,1.833,0.01144335446487426
1.511003714555143,0.9794428835258024,4.401,0.868,0.7718357282113932
1.7789018854907592,2.023009019098458,2.632,0.85,1.5563992800014936
1.4593431136678525,2.894603412909477,3.863,0.703,2.2934191864632187
0.7998106763071461,3.3891568420750944,2.028,0.871,3.101570721104483
-0.826178020146348,3.3838404199836187,2.021,0.964,3.1117390687738147
-2.3954696175963086,3.3463315704847925,1.939,0.909,-3.132746088238173
-3.6935045232909784,3.2750029755269177,1.921,0.871,3.1008877351221855
-4.61055756366867,3.222596680287152,1.845,0.845,3.1100434380919064
-5.604061039754079,2.794370615438739,1.871,0.748,-2.2561741594131473
-6.155513626371825,1.727551922264056,1.721,1.016,-1.5614146567181915
